O=C(O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
N#Cc1cc(C#Cc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]ncc56)CC4)C3=O)c(=O)oc2c1
O=C(O)c1cccc(COc2ccc(Cl)c(Cl)c2)c1
O=C(O)c1cc(COc2ccc(C(F)(F)F)c(Cl)c2)cc(C(F)(F)F)c1
O=C(O)c1cc(COc2ccc(C(F)(F)F)cc2Cl)cc(C(F)(F)F)c1
FC(F)c1cncc(-c2ccc3ncc4nnc(C5=CCCCC5)n4c3c2)c1
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncccn5)CC4)C3=O)c(=O)oc2c1
Cc1c(COc2ccc(Cl)cc2Cl)cccc1C(=O)O
O=C(O)c1cccc(COc2ncc(C(F)(F)F)cc2Cl)c1
N#Cc1c(COc2ccc(Cl)cc2Cl)cccc1C(=O)O
O=C(O)c1cccc(COc2ccc(Cl)c(Cl)c2Cl)c1
Cc1c(OCc2cccc(C(=O)O)c2)ccc2c1OCC2=O
O=C(O)c1cccc(COc2ccc(Cl)cc2C(F)(F)F)c1
CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1.Cl
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]cnc56)C4)C3=O)c(=O)oc2c1
CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1
CCNC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1F
N#Cc1cc(COc2ccc(Cl)cc2Cl)cc(C(=O)O)c1
O=C(O)c1cccc(COc2ccc(OC(F)(F)F)cc2)c1
NC(=O)c1cccc(NC(=O)/C=C\C(=O)N2CCN(c3ccc(F)cc3)CC2)c1
N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)Cc1ccc(O)cc1)C(N)=O
O=C(O)c1cccc(COc2ccc(Cl)cc2C(F)(F)F)n1
CCC1=NC(C(N)=O)=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)N=C1NC1CCOCC1
O=C(O)c1cccc(COc2ccc(C(F)F)cc2)c1
COc1ccc(OCc2cccc(C(=O)O)c2)cc1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(S(=O)(=O)c5ccccc5)C4)C3=O)c(=O)oc2c1
CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(NC(C)=O)c3)c(=O)oc2c1
Cc1cc(COc2ccc(C(F)(F)F)cc2C)cc(C(=O)O)c1
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21
N#Cc1ccc(OCc2cccc(C(=O)O)c2)cc1Cl
COc1c(CN)cc(CN)cc1OCCCN1Cc2ccccc2C1
Cc1cc(C(F)(F)F)cnc1CC(=O)O
COC(=O)c1cccc(COc2cccc(F)c2)c1
Cc1nc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2o1
CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccnc3)c(=O)oc2c1
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
CCN(CC)c1ccc2c(C)c(CCN3CC4(CCN(c5ncccn5)CC4)NC3=O)c(=O)oc2c1
CC1(C)C(N)=Nc2cc(OCCCN3Cc4ccc(OCCc5cn(CC(=O)N6CCC(CCN7CCCC7)CC6)nn5)cc4C3)c(OCC3CC3)cc21
O=C(O)c1cccc(COc2ccc(Br)cc2)c1
Cc1c(CN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(OCC(C)c3ccccc3)ccc12
N#Cc1ccc(OCc2cccc(C(=O)O)c2)c(C(F)(F)F)c1
O=C(O)c1cc(COc2ccc(Cl)cc2Cl)ccc1F
N#Cc1cc(Cl)c(F)cc1OCc1cccc(C(=O)O)c1
N#Cc1ccc(OCc2cccc(C(=O)O)c2)c(Cl)c1
CCC(=O)Nc1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
Cc1cc(-n2cccc2)ccc1OCc1cccc(C(=O)O)c1F
Cc1cc(COc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CN(C)c1cc(COc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(S(=O)(=O)c5cccnc5)C4)C3=O)c(=O)oc2c1
O=C(O)c1cccc(COc2ccc(Cl)cc2Cl)c1
COc1ccccc1OCc1cccc(C(=O)O)c1
FC(F)(F)c1cc(Cl)ccc1OCc1cccc(-c2nnn[nH]2)c1
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl
COC1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1
O=C(O)c1cccc(COc2ccc3ccsc3c2)c1
CC(C)c1cc(CNc2nc(Nc3cc(C4CC4)[nH]n3)cc(N3CCN(C)CC3)n2)on1
O=C(O)c1cccc(COc2ccc3sccc3c2)c1
Cc1cc(C#N)ccc1OCc1cccc(C(=O)O)c1
NC(=O)CNC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
O=C(O)c1cccc(COc2ccc(-n3cccc3)cc2Cl)c1F
O=C1NC(=N/C/1=C\c1ccc2c(c1)OCO2)Nc1ccccc1
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5nccn6ccnc56)CC4)C3=O)c(=O)oc2c1
Cc1cc(F)cnc1CC(=O)O
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
O=C(NCCCO)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CS(=O)(=O)NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
O=C(Nc1ccccc1)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CC(C)(NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
O=C(O)c1cccc(COc2ccc(Cl)cc2Cl)n1
O=C(O)c1cccc(COc2ccc3sccc3c2)c1F
COC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
N#Cc1cc(CCc2ccc(C(F)(F)F)cc2Cl)cc(C(=O)O)c1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5nccn6ncnc56)CC4)C3=O)c(=O)oc2c1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncnc6[nH]cnc56)CC4)C3=O)c(=O)oc2c1
CNC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
N#Cc1c(Cl)cccc1OCc1cccc(C(=O)O)c1
N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
Cc1cc(C(F)(F)F)ccc1OCc1cc(C#N)cc(C(=O)O)c1
CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C
O=C(O)c1cccc(COc2cc3ccccc3cc2Cl)c1
Cc1cc(Cl)ccc1OCc1cccc(C(=O)O)n1
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1
O=C(NC1CCC1)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
O=C(O)c1cccc(COc2ccc3occc3c2)c1
NCc1cccc(COc2ccc(Cl)cc2Cl)c1
CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncnc(Nc2ccccc2S(=O)(=O)C(C)C)n1
NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)N1C3=CC=CC=C3C3=C4CNC(=O)C4=C4C5=CC=CC=C5N2C4=C13)N(C)C(=O)C1=CC=CC=C1
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(c5ncccn5)C4)C3=O)c(=O)oc2c1
O=C(N[C@@H](CO)C(=O)O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
O=C(O)c1cccc(COc2ccc(C(F)F)cc2F)c1
O=C(NCc1ccccc1)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
CCS(=O)(=O)N1CC(CC#N)(C1)N1C=C(C=N1)C1=NC=NC2=C1C=CN2
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O
Clc1ccc(OCc2cccc(-c3nnn[nH]3)c2)c(Cl)c1Cl
CCCCC[C@@H](C(=O)NCNC(=O)c1ccc(-c2cc(OCC)cc(P(=O)(O)O)c2)o1)[C@@H](CC)N(O)C=O
Cc1cc(OCc2cccc(C(=O)O)c2)ccc1C#N
O=C(O)c1cccc(COc2ccc(-n3cccc3)cc2)c1
N#Cc1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
O=C(O)c1cccc(COc2ccc(C3CC3)cc2Cl)c1
C=C(C)C(=O)N(CC)c1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
NC(=O)C[C@H](NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1
O=C(O)c1cc(F)cc(COc2ccc(OC(F)(F)F)cc2Cl)c1
O=C(O)c1cccc(COc2cccc(C(F)(F)F)c2Cl)c1
CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(C(N)=O)c3)c(=O)oc2c1
O=C(O)c1cccc(CSc2ccc(Cl)cc2Cl)c1
Cc1nc(-c2cc(COc3ccc(C(F)(F)F)cc3Cl)cc(C(=O)O)c2)co1
CCCCC[C@@H](C(=O)NCNC(=O)c1ccc(-c2ccccc2)o1)[C@@H](CC)N(O)C=O
O=C(N[C@@H](Cc1ccc(O)cc1)C(=O)O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
COc1cc(Cl)c(c(c1)Cl)c1cc(nc(n1)c1cnccn1)c1cnc(s1)NC(=O)C
CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C
C#CCSc1nc(Sc2nccs2)c(C#N)c(-c2ccc(C)cc2)n1
Cc1cc(Cl)ccc1OCc1cccc(C(=O)O)c1
CNC(=O)Nc1ncc(s1)c1nc(nc(c1)c1c(C)cc(cc1C)OC(CC)CC)c1nccnc1
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2cccc(c2)COC/1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
O=C(O)c1cc(COc2ccc(C(F)(F)F)cc2Cl)ccc1Cl
CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3cccc(-c4ccc[nH]c4=O)c3)c(=O)oc2c1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc4ncccc4c3)c(F)c2)ccn1
O=C(O)c1cccc(COc2cccc(Cl)c2Cl)c1
O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1
Cc1c(Cl)cccc1OCc1cccc(C(=O)O)c1
O=C(Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1)C1CCCN1
COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1
CN1CC[C@@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H]1CO.Cl
Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(O[C@H](C)c3ccccc3)ccc12
CCNC(=O)Nc1ncc(s1)c1cc(nc(n1)c1cnccn1)c1c(C)cc(cc1C)OC
O=C(NC1CCCC1)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1
Cc1c(CCN2CC3(CCN(c4nccn5ccnc45)CC3)NC2=O)c(=O)oc2cc(O[C@@H](C)c3ccccc3)ccc12
O=C(O)c1cccc(COc2ccc(Cl)cc2)c1
CCN(CC)c1ccc2c(C)c(CCOC(=O)NCc3ccccc3)c(=O)oc2c1
Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)nc3)cc(NC(=O)CC(C)C)c2C)c(=O)[nH]1
C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1
CCCCC[C@@H](C(=O)NCNC(=O)c1ccc(-c2ccc(C(=O)N[C@@H](CC(=O)O)C(=O)O)c(OCC)c2)o1)[C@@H](CC)N(O)C=O
Clc1cc2c(nnc(c2cc1Cl)NC1CCCC1)c1ccncc1
Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1
O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1
NC(=O)CC[C@H](NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
O=C(O)c1cc(COc2ccc(C(F)(F)F)cc2Cl)ccn1
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
CC(C)[C@H](NC(=O)c1cccc(COc2ccc(C(F)(F)F)cc2Cl)c1)C(=O)O
O=C(NCS(=O)(=O)O)c1ccc(COc2ccc(C(F)(F)F)cc2Cl)cc1
CC(=O)Nc1cc(-c2ccc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)nc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C
CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1
CCN(CC)c1ccc2c(C)c(CCN3C(=O)NC4(CCN(C(=O)c5c[nH]cn5)C4)C3=O)c(=O)oc2c1
CN1C=NC2=C(F)C(NC3=CC=C(Br)C=C3Cl)=C(C=C12)C(=O)NOCCO
